1	0
2	0
3	0
4	0
5	0
6	197
7	198
8	214
9	215
10	56
11	56
12	57
13	127
14	138
15	61
16	161
17	87
18	87
19	87
20	166
21	226
22	23
23	226
24	27
25	28
26	26
27	27
28	27
29	28
30	29
31	32
32	33
33	34
34	34
35	35
36	37
37	40
38	39
39	40
40	61
41	61
42	61
43	18
44	228
45	20
46	52
47	53
48	211
49	212
50	227
51	227
52	228
53	230
54	63
55	22
56	22
57	23
58	24
59	26
60	26
61	28
62	29
63	29
64	30
65	31
66	80
67	230
68	82
69	101
70	85
71	102
72	88
73	103
74	90
75	156
76	93
77	94
78	106
79	129
80	87
81	67
82	67
83	67
84	67
85	69
86	70
87	117
88	72
89	143
90	171
91	154
92	154
93	155
94	135
95	103
96	69
97	94
98	199
99	38
100	100
101	11
102	69
103	69
104	71
105	72
106	72
107	72
108	73
109	145
110	75
111	76
112	100
113	191
114	121
115	133
116	147
117	106
118	84
119	160
120	162
121	163
122	163
123	100
124	165
125	166
126	23
127	106
128	106
129	189
130	115
131	152
132	152
133	153
134	154
135	154
136	154
137	135
138	158
139	159
140	96
141	162
142	98
143	99
144	10
145	106
146	11
147	12
148	41
149	225
150	226
151	226
152	226
153	46
154	229
155	47
156	48
157	194
158	195
159	195
160	210
161	210
162	41
163	213
164	45
165	203
166	204
167	206
168	206
169	208
170	195
171	196
172	198
173	200
174	186
175	187
176	122
177	92
178	227
179	226
180	92
181	95
182	108
183	108
184	155
185	156
186	226
187	74
188	227
189	227
190	229
191	230
192	230
193	231
194	100
195	100
196	22
197	173
198	216
199	0
200	0
201	0
202	0
203	0
