0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
6	259	2	
7	259	1	
8	599	1	
9	600	2	
10	601	3	
11	272	2	
12	273	1	
13	602	2	
14	255	1	
15	191	3	
16	191	4	
0	0	0	
18	193	4	
19	195	3	
20	195	4	
21	196	4	
0	0	0	
23	431	1	
24	200	2	
25	200	3	
26	201	4	
27	202	4	
28	206	4	
29	207	4	
30	208	3	
31	211	5	
32	212	4	
33	213	4	
34	220	3	
35	214	3	
36	216	3	
37	219	5	
38	218	3	
39	219	3	
40	95	2	
41	197	1	
0	0	0	
43	135	1	
44	557	1	
45	143	1	
46	231	5	
47	232	5	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
53	129	1	
54	387	1	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
61	254	3	
62	256	5	
63	257	5	
64	257	5	
65	258	4	
66	259	4	
67	261	4	
68	262	4	
69	263	4	
70	264	4	
71	266	4	
72	267	4	
73	268	4	
74	269	4	
75	270	4	
76	272	4	
77	273	3	
78	191	2	
79	606	1	
0	0	0	
81	428	3	
82	429	3	
83	430	3	
84	432	3	
85	433	3	
86	434	3	
87	435	3	
0	0	0	
89	438	3	
90	503	2	
91	299	3	
92	300	3	
93	62	3	
94	302	4	
95	303	4	
96	480	2	
97	471	2	
0	0	0	
99	440	1	
0	0	0	
101	282	1	
102	527	1	
0	0	0	
104	465	4	
105	466	4	
106	466	4	
107	467	4	
108	468	4	
109	472	4	
110	474	3	
111	478	3	
112	332	1	
113	332	3	
114	333	4	
115	61	3	
116	482	4	
117	483	4	
118	484	3	
119	486	4	
120	488	4	
121	489	4	
122	490	4	
123	491	4	
124	343	5	
125	491	5	
126	345	3	
127	346	1	
128	347	3	
129	71	3	
130	348	3	
131	349	3	
132	350	3	
133	350	3	
134	351	3	
135	352	4	
136	353	3	
137	61	2	
138	30	2	
139	356	3	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
150	405	3	
151	367	3	
152	367	3	
153	368	3	
154	368	3	
155	370	3	
156	370	3	
157	373	3	
158	373	3	
159	374	3	
0	0	0	
161	375	3	
0	0	0	
163	608	1	
164	162	1	
165	568	2	
166	383	4	
167	385	3	
168	385	2	
169	387	2	
170	416	1	
171	118	2	
172	393	2	
173	379	3	
174	388	2	
175	366	1	
0	0	0	
0	0	0	
0	0	0	
179	611	1	
180	372	3	
0	0	0	
182	94	1	
183	401	3	
184	577	2	
185	578	3	
0	0	0	
0	0	0	
188	198	1	
189	136	2	
0	0	0	
191	409	3	
192	409	3	
193	410	3	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
