1	0
2	0
3	0
4	0
5	0
6	52
7	572
8	109
9	167
10	167
11	169
12	169
13	170
14	570
15	171
16	171
17	268
18	269
19	481
20	332
21	482
22	483
23	483
24	47
25	485
26	305
27	532
28	566
29	233
30	233
31	571
32	572
33	572
34	269
35	574
36	359
37	415
38	361
39	362
40	59
41	458
42	75
43	76
44	95
45	450
46	220
47	236
48	80
49	80
50	584
51	45
52	556
53	580
54	97
55	437
56	234
57	412
58	414
59	415
60	441
61	575
62	153
63	227
64	257
65	257
66	258
67	260
68	261
69	262
70	263
71	265
72	312
73	312
74	270
75	562
76	30
77	78
78	72
79	226
80	75
81	493
82	493
83	346
84	507
85	64
86	71
87	71
88	350
89	416
90	416
91	417
92	70
93	70
94	496
95	497
96	497
97	350
98	350
99	350
100	350
101	353
102	353
103	354
104	73
105	74
106	398
107	167
108	334
109	335
110	77
111	506
112	476
113	65
114	341
115	75
116	345
117	345
118	305
119	487
120	488
121	488
122	489
123	490
124	492
125	344
126	345
127	346
128	346
129	71
130	348
131	348
132	350
133	350
134	351
135	352
136	347
137	355
138	355
139	17
140	20
141	361
142	362
143	363
144	333
145	366
146	527
147	160
148	483
149	201
150	201
151	202
152	203
153	429
154	251
155	75
156	250
157	374
158	373
159	78
160	79
161	79
162	79
163	456
164	203
165	313
166	85
167	125
168	556
169	557
170	558
171	220
172	594
173	570
174	529
175	538
176	564
177	531
178	456
179	532
180	162
181	534
182	332
183	527
184	43
185	575
186	576
187	577
188	251
189	251
190	408
191	409
192	558
193	309
194	287
195	560
196	180
197	181
198	218
199	0
200	0
201	0
202	0
203	0
