1	0
2	0
3	0
4	0
5	0
6	259
7	259
8	262
9	117
10	263
11	142
12	221
13	221
14	221
15	191
16	191
17	7
18	193
19	195
20	195
21	196
22	27
23	198
24	200
25	200
26	201
27	202
28	203
29	526
30	349
31	459
32	460
33	559
34	148
35	148
36	149
37	150
38	193
39	193
40	195
41	300
42	364
43	135
44	28
45	28
46	231
47	30
48	75
49	564
50	519
51	385
52	386
53	13
54	387
55	511
56	524
57	526
58	526
59	46
60	528
61	254
62	10
63	449
64	258
65	258
66	260
67	261
68	262
69	263
70	264
71	266
72	267
73	268
74	511
75	511
76	189
77	582
78	191
79	429
80	193
81	428
82	429
83	430
84	432
85	433
86	434
87	435
88	436
89	438
90	439
91	299
92	300
93	592
94	302
95	303
96	480
97	471
98	49
99	436
100	83
101	486
102	281
103	133
104	465
105	466
106	466
107	467
108	468
109	206
110	443
111	478
112	332
113	332
114	333
115	61
116	482
117	483
118	484
119	486
120	488
121	489
122	490
123	491
124	344
125	345
126	345
127	346
128	347
129	71
130	348
131	349
132	350
133	350
134	351
135	352
136	353
137	355
138	30
139	356
140	271
141	272
142	273
143	34
144	518
145	79
146	207
147	236
148	237
149	365
150	366
151	367
152	367
153	368
154	368
155	370
156	370
157	373
158	373
159	374
160	588
161	375
162	55
163	608
164	566
165	411
166	412
167	413
168	607
169	10
170	416
171	480
172	393
173	394
174	285
175	287
176	470
177	236
178	428
179	221
180	372
181	187
182	189
183	401
184	402
185	460
186	191
187	515
188	415
189	408
190	408
191	197
192	586
193	193
194	349
195	163
196	478
197	50
198	51
199	0
200	0
201	0
202	0
203	0
