1	0
2	0
3	0
4	0
5	0
6	113
7	89
8	90
9	60
10	198
11	7
12	128
13	128
14	128
15	172
16	246
17	175
18	247
19	247
20	200
21	250
22	201
23	218
24	203
25	219
26	220
27	96
28	97
29	98
30	236
31	35
32	219
33	217
34	63
35	187
36	64
37	94
38	233
39	16
40	16
41	18
42	44
43	223
44	223
45	224
46	100
47	32
48	36
49	97
50	218
51	39
52	40
53	20
54	177
55	68
56	67
57	69
58	69
59	70
60	71
61	129
62	243
63	43
64	115
65	116
66	117
67	226
68	55
69	68
70	195
71	111
72	156
73	185
74	157
75	158
76	159
77	160
78	161
79	207
80	43
81	135
82	50
83	138
84	172
85	120
86	174
87	250
88	217
89	97
90	218
91	219
92	220
93	45
94	223
95	128
96	128
97	90
98	160
99	19
100	249
101	183
102	90
103	201
104	201
105	227
106	55
107	21
108	229
109	98
110	201
111	109
112	69
113	186
114	162
115	103
116	221
117	182
118	183
119	190
120	191
121	23
122	186
123	186
124	156
125	156
126	17
127	26
128	27
129	116
130	151
131	228
132	229
133	169
134	54
135	54
136	54
137	55
138	111
139	58
140	58
141	35
142	105
143	182
144	183
145	166
146	167
147	111
148	219
149	174
150	200
151	117
152	142
153	223
154	43
155	129
156	44
157	218
158	86
159	57
160	23
161	250
162	176
163	220
164	85
165	234
166	134
167	175
168	175
169	135
170	85
171	208
172	86
173	210
174	164
175	77
176	135
177	48
178	49
179	48
180	213
181	214
182	42
183	43
184	37
185	82
186	247
187	250
188	165
189	96
190	97
191	93
192	100
193	171
194	94
195	84
196	44
197	97
198	47
199	0
200	0
201	0
202	0
203	0
