1	NaN
2	NaN
3	NaN
4	NaN
5	NaN
6	618
7	619
8	619
9	619
10	622
11	316
12	601
13	602
14	604
15	604
16	192
17	194
18	195
19	195
20	196
21	196
22	202
23	203
24	202
25	207
26	205
27	206
28	139
29	207
30	140
31	140
32	140
33	140
34	213
35	214
36	215
37	219
38	218
39	219
40	140
41	140
42	142
43	114
44	114
45	230
46	231
47	232
48	234
49	235
50	237
51	238
52	239
53	240
54	242
55	243
56	108
57	108
58	127
59	253
60	253
61	254
62	256
63	256
64	257
65	259
66	259
67	260
68	261
69	263
70	264
71	265
72	267
73	268
74	269
75	271
76	272
77	273
78	274
79	487
80	488
81	489
82	490
83	69
84	69
85	496
86	497
87	500
88	500
89	500
90	501
91	503
92	504
93	504
94	506
95	471
96	326
97	463
98	464
99	465
100	451
101	466
102	474
103	468
104	468
105	455
106	455
107	472
108	472
109	324
110	474
111	325
112	468
113	455
114	331
115	480
116	482
117	339
118	338
119	339
120	486
121	489
122	490
123	491
124	492
125	492
126	492
127	494
128	494
129	495
130	496
131	73
132	74
133	72
134	76
135	352
136	354
137	355
138	356
139	275
140	275
141	276
142	277
143	278
144	279
145	282
146	283
147	283
148	361
149	366
150	363
151	393
152	369
153	367
154	369
155	369
156	372
157	373
158	374
159	374
160	375
161	375
162	376
163	380
164	381
165	382
166	383
167	369
168	373
169	373
170	374
171	375
172	377
173	379
174	379
175	378
176	377
177	376
178	377
179	405
180	376
181	377
182	404
183	405
184	405
185	405
186	405
187	405
188	406
189	406
190	408
191	409
192	409
193	410
194	410
195	410
196	410
197	408
198	537
199	NaN
200	NaN
201	NaN
202	NaN
203	NaN
