1	NaN
2	NaN
3	NaN
4	NaN
5	NaN
6	334
7	619
8	598
9	336
10	304
11	86
12	552
13	339
14	429
15	429
16	429
17	431
18	431
19	432
20	433
21	433
22	130
23	291
24	433
25	207
26	86
27	40
28	134
29	42
30	195
31	324
32	169
33	170
34	374
35	86
36	211
37	551
38	192
39	193
40	194
41	196
42	196
43	197
44	620
45	621
46	232
47	463
48	616
49	188
50	288
51	169
52	239
53	406
54	93
55	93
56	71
57	247
58	96
59	71
60	190
61	411
62	105
63	499
64	303
65	470
66	462
67	192
68	252
69	508
70	73
71	308
72	473
73	514
74	512
75	484
76	314
77	306
78	464
79	420
80	292
81	424
82	187
83	94
84	95
85	96
86	134
87	198
88	349
89	349
90	350
91	352
92	352
93	353
94	354
95	355
96	357
97	357
98	187
99	508
100	199
101	199
102	486
103	500
104	300
105	311
106	448
107	432
108	433
109	249
110	179
111	428
112	13
113	429
114	437
115	432
116	433
117	507
118	65
119	65
120	65
121	67
122	67
123	68
124	491
125	352
126	190
127	403
128	494
129	358
130	294
131	15
132	409
133	503
134	271
135	271
136	292
137	357
138	188
139	606
140	464
141	80
142	361
143	194
144	184
145	86
146	99
147	100
148	190
149	193
150	194
151	195
152	104
153	130
154	128
155	565
156	197
157	410
158	156
159	157
160	158
161	413
162	608
163	97
164	610
165	405
166	406
167	332
168	90
169	181
170	515
171	604
172	619
173	431
174	600
175	521
176	330
177	406
178	334
179	604
180	173
181	65
182	65
183	66
184	86
185	179
186	98
187	71
188	405
189	406
190	104
191	104
192	229
193	94
194	94
195	94
196	95
197	97
198	98
199	NaN
200	NaN
201	NaN
202	NaN
203	NaN
