1	0
2	0
3	0
4	0
5	0
6	28
7	28
8	29
9	30
10	31
11	32
12	33
13	33
14	28
15	30
16	30
17	37
18	33
19	34
20	35
21	36
22	36
23	37
24	167
25	174
26	125
27	227
28	204
29	191
30	37
31	181
32	197
33	198
34	199
35	169
36	198
37	56
38	167
39	198
40	35
41	36
42	172
43	173
44	17
45	223
46	191
47	168
48	189
49	191
50	191
51	192
52	193
53	172
54	167
55	198
56	199
57	36
58	172
59	226
60	201
61	58
62	37
63	38
64	56
65	56
66	226
67	34
68	138
69	16
70	81
71	82
72	35
73	198
74	10
75	10
76	199
77	200
78	32
79	33
80	34
81	35
82	37
83	37
84	12
85	198
86	10
87	32
88	32
89	33
90	34
91	56
92	36
93	28
94	29
95	166
96	33
97	17
98	125
99	35
100	36
101	17
102	194
103	79
104	56
105	81
106	144
107	229
108	16
109	16
110	166
111	167
112	167
113	223
114	31
115	56
116	225
117	226
118	37
119	10
120	56
121	35
122	100
123	100
124	35
125	201
126	17
127	17
128	56
129	138
130	35
131	36
132	37
133	16
134	33
135	34
136	35
137	34
138	36
139	37
140	167
141	225
142	17
143	36
144	37
145	82
146	56
147	56
148	56
149	56
150	56
151	191
152	50
153	60
154	204
155	198
156	167
157	36
158	10
159	11
160	12
161	79
162	37
163	57
164	227
165	35
166	226
167	36
168	167
169	39
170	204
171	82
172	34
173	34
174	34
175	208
176	37
177	81
178	82
179	39
180	16
181	17
182	28
183	28
184	167
185	16
186	17
187	33
188	56
189	57
190	201
191	58
192	37
193	191
194	191
195	135
196	135
197	135
198	137
199	0
200	0
201	0
202	0
203	0
