1	NaN
2	NaN
3	NaN
4	NaN
5	NaN
6	52
7	572
8	572
9	167
10	167
11	168
12	169
13	170
14	570
15	171
16	171
17	268
18	269
19	481
20	332
21	483
22	123
23	125
24	47
25	47
26	250
27	532
28	566
29	233
30	233
31	571
32	572
33	572
34	269
35	533
36	345
37	96
38	275
39	362
40	456
41	458
42	75
43	76
44	95
45	450
46	138
47	580
48	429
49	577
50	100
51	45
52	556
53	161
54	392
55	437
56	234
57	412
58	414
59	416
60	441
61	254
62	153
63	227
64	257
65	257
66	258
67	260
68	309
69	262
70	264
71	481
72	312
73	312
74	270
75	562
76	30
77	78
78	72
79	226
80	75
81	481
82	493
83	346
84	505
85	71
86	71
87	71
88	350
89	416
90	416
91	418
92	70
93	70
94	304
95	497
96	497
97	350
98	350
99	350
100	350
101	353
102	353
103	355
104	355
105	74
106	398
107	167
108	169
109	169
110	77
111	506
112	66
113	341
114	509
115	75
116	345
117	406
118	346
119	487
120	488
121	488
122	490
123	490
124	492
125	344
126	345
127	346
128	346
129	71
130	348
131	348
132	350
133	350
134	351
135	352
136	353
137	355
138	355
139	18
140	20
141	361
142	34
143	363
144	333
145	334
146	159
147	160
148	483
149	585
150	586
151	588
152	203
153	429
154	362
155	75
156	447
157	447
158	374
159	78
160	79
161	79
162	73
163	456
164	456
165	313
166	412
167	448
168	556
169	557
170	558
171	88
172	594
173	570
174	529
175	538
176	354
177	531
178	532
179	161
180	162
181	534
182	332
183	481
184	333
185	482
186	483
187	250
188	251
189	251
190	408
191	409
192	558
193	309
194	309
195	203
196	180
197	181
198	218
199	NaN
200	NaN
201	NaN
202	NaN
203	NaN
